,chembl_id,wd_consensus_1,p_approved,p_withdrawn,probabilities
0,CHEMBL1201195,0,0.8261255381197055,0.0898989898989899,0.0007148956
1,CHEMBL2104956,0,0.7038786279683378,0.11707070707070708,0.00214202
2,CHEMBL1200692,0,0.46125260380502714,0.32666666666666666,0.08523278
3,CHEMBL3545313,0,0.771315095125677,0.0811111111111111,0.0017334067
4,CHEMBL672,0,0.10746285238161365,0.7746464646464648,0.4501539
5,CHEMBL4594284,0,0.552617691987224,0.2202020202020202,0.005855647
6,CHEMBL32479,0,0.14382030273573115,0.7024242424242424,0.4784429
7,CHEMBL1243,0,0.456839327871129,0.28888888888888886,0.012368162
8,CHEMBL2105669,0,0.5283905013192612,0.24737373737373738,0.010342151
9,CHEMBL1183717,0,0.2059186224135537,0.6208080808080808,0.20178619
10,CHEMBL1497,0,0.8476836550479099,0.08545454545454546,0.00074977026
11,CHEMBL1370,0,0.7754797944729899,0.10797979797979798,0.0014411311
12,CHEMBL2403238,0,0.2011637272601028,0.5887878787878787,0.22945967
13,CHEMBL1510,0,0.26984029995833914,0.537070707070707,0.09258078
14,CHEMBL855,0,0.48150395778364113,0.31070707070707065,0.019946428
15,CHEMBL1201048,0,0.3408804332731565,0.437070707070707,0.047881536
16,CHEMBL1615439,0,0.3551215109012637,0.42414141414141404,0.049372543
17,CHEMBL187709,1,0.3040341619219553,0.48717171717171726,0.10422878
18,CHEMBL1186610,0,0.7323580058325232,0.11272727272727272,0.0016418835
19,CHEMBL220491,0,0.8420177753089849,0.07232323232323232,0.00066339347
20,CHEMBL407135,0,0.6227815581169283,0.18030303030303027,0.0050062323
21,CHEMBL1194325,0,0.7887848909873628,0.08595959595959596,0.0015063038
22,CHEMBL1256841,1,0.5174392445493682,0.28434343434343434,0.02748954
23,CHEMBL45,0,0.29227607276767115,0.4991919191919192,0.103106305
24,CHEMBL1200608,0,0.1533578669629218,0.6896969696969697,0.3058149
25,CHEMBL447861,0,0.6559019580613803,0.16626262626262625,0.0066372403
26,CHEMBL3188267,0,0.5678641855297876,0.23353535353535354,0.01975998
27,CHEMBL404520,0,0.12818636300513817,0.7183838383838383,0.5780013
28,CHEMBL979,0,0.2008471045688099,0.6271717171717173,0.29930717
29,CHEMBL1200763,0,0.572535758922372,0.23737373737373738,0.060124777
30,CHEMBL254219,0,0.7508109984724344,0.11757575757575758,0.003641184
31,CHEMBL2048028,0,0.11909179280655464,0.7296969696969697,0.46833196
