,chembl_id,wd_consensus_1,p_approved,p_withdrawn,probabilities
0,CHEMBL1201195,0,0.6493570337453132,0.2677777777777778,0.23243451
1,CHEMBL2104956,0,0.3191626163032912,0.4632323232323232,0.38746947
2,CHEMBL1200692,0,0.37100402721844195,0.4654545454545455,0.5754999
3,CHEMBL3545313,0,0.8083196778225246,0.08616161616161616,0.052967507
4,CHEMBL672,0,0.15642133037078182,0.7109090909090909,0.52563155
5,CHEMBL4594284,0,0.4679461185946396,0.35262626262626257,0.3686805
6,CHEMBL32479,0,0.41618525204832657,0.40161616161616165,0.36733618
7,CHEMBL1243,0,0.3070698514095265,0.5217171717171717,0.41866428
8,CHEMBL2105669,0,0.7967365643660603,0.0995959595959596,0.1029786
9,CHEMBL1183717,0,0.389300097208721,0.45919191919191926,0.41622052
10,CHEMBL1497,0,0.7638508540480489,0.13474747474747475,0.16316476
11,CHEMBL1370,0,0.763402305235384,0.1215151515151515,0.118290044
12,CHEMBL2403238,0,0.49946535203443965,0.3201010101010101,0.32571653
13,CHEMBL1510,0,0.14906679627829467,0.7290909090909091,0.58638334
14,CHEMBL855,0,0.29606860158311343,0.5356565656565656,0.48947573
15,CHEMBL1201048,0,0.29872517705874185,0.5268686868686869,0.44591397
16,CHEMBL1615439,0,0.40552701013748094,0.4401010101010101,0.41811934
17,CHEMBL187709,1,0.18339952784335506,0.662929292929293,0.60371023
18,CHEMBL1186610,0,0.6802624635467296,0.17606060606060606,0.1625852
19,CHEMBL220491,0,0.8351298430773504,0.08141414141414141,0.104497746
20,CHEMBL407135,0,0.7492237189279267,0.0992929292929293,0.07498884
21,CHEMBL1194325,0,0.3947229551451187,0.4068686868686869,0.46112785
22,CHEMBL1256841,1,0.5195097903069018,0.29787878787878785,0.36285907
23,CHEMBL45,0,0.13219691709484793,0.7561616161616161,0.7080696
24,CHEMBL1200608,0,0.15427440633245385,0.7196969696969696,0.53521234
25,CHEMBL447861,0,0.5739133453686988,0.32595959595959595,0.30196747
26,CHEMBL3188267,0,0.682862102485766,0.17616161616161613,0.121650495
27,CHEMBL404520,0,0.15924593806415774,0.6642424242424243,0.7879
28,CHEMBL979,0,0.3036467157339258,0.5374747474747474,0.33733517
