,chembl_id,wd_consensus_1,p_approved,p_withdrawn,probabilities
0,CHEMBL1201195,0,0.0026343563393973054,0.13494949494949496,0.013137849
1,CHEMBL2104956,0,0.001580336064435495,0.07676767676767676,0.010219571
2,CHEMBL1200692,0,0.035296486599083465,0.7791919191919192,0.30940354
3,CHEMBL3545313,0,0.005267323982780169,0.30262626262626263,0.03203429
4,CHEMBL672,0,0.015799194556311624,0.5638383838383838,0.11951585
5,CHEMBL4594284,0,0.08476322732953756,0.6804040404040405,0.42286602
6,CHEMBL32479,0,0.01790029162616303,0.37,0.12327188
7,CHEMBL1243,0,0.02373559227885016,0.628080808080808,0.25821882
8,CHEMBL2105669,0,0.0026357450354117483,0.12121212121212119,0.014489521
9,CHEMBL1183717,0,0.008426607415636719,0.5184848484848485,0.06463336
10,CHEMBL1497,0,0.0026357450354117483,0.11646464646464647,0.0147327185
11,CHEMBL1370,0,0.0042133037078183585,0.14010101010101011,0.016364899
12,CHEMBL2403238,0,0.010002777392028886,0.31616161616161614,0.05514583
13,CHEMBL1510,0,0.012110817941952508,0.43707070707070705,0.08239816
14,CHEMBL855,0,0.00316067212887099,0.16717171717171717,0.02102519
15,CHEMBL1201048,0,0.21423691154006388,0.78989898989899,0.60870534
16,CHEMBL1615439,0,0.004742396889320927,0.342020202020202,0.04369436
17,CHEMBL187709,1,0.016847660047215666,0.5145454545454545,0.12254447
18,CHEMBL1186610,0,0.001580336064435495,0.08565656565656565,0.010878332
19,CHEMBL220491,0,0.0026357450354117483,0.1577777777777778,0.012449263
20,CHEMBL407135,0,0.0026357450354117483,0.11686868686868687,0.01247984
21,CHEMBL1194325,0,0.00948062769059853,0.4131313131313131,0.06938752
22,CHEMBL1256841,1,0.03473961949729205,0.438989898989899,0.18577403
23,CHEMBL45,0,0.3031870573531454,0.9017171717171719,0.6807476
24,CHEMBL1200608,0,0.05213581447021247,0.7785858585858586,0.37105593
25,CHEMBL447861,0,0.00316067212887099,0.15373737373737376,0.021491425
26,CHEMBL3188267,0,0.003162060824885433,0.11232323232323231,0.0127022285
27,CHEMBL404520,0,0.04842521871962228,0.52,0.23818979
28,CHEMBL979,0,0.01951117900291626,0.5571717171717172,0.19134259
29,CHEMBL1200763,0,0.017901680322177475,0.5413131313131314,0.13072062
30,CHEMBL254219,0,0.0057936397722538535,0.21222222222222223,0.030357549
31,CHEMBL2048028,0,0.00316067212887099,0.1984848484848485,0.021365436
32,CHEMBL3301594,0,0.006853214831273434,0.3808080808080808,0.055056572
33,CHEMBL3085436,0,0.005268712678794612,0.3375757575757576,0.0438426
34,CHEMBL252556,0,0.0026357450354117483,0.10757575757575757,0.010481529
35,CHEMBL1697744,0,0.003689765310373559,0.17858585858585857,0.018298218
