,chembl_id,wd_consensus_1,p_approved,p_withdrawn,probabilities
0,CHEMBL1201195,0,0.0,0.08010101010101009,0.00052249327
1,CHEMBL2104956,0,0.0,0.04080808080808081,0.00059653877
2,CHEMBL1200692,0,0.0,0.08121212121212121,0.0009603395
3,CHEMBL3545313,0,0.005249343832020997,0.31676767676767675,0.01816738
4,CHEMBL672,0,0.1392982456140351,0.7976767676767677,0.57817197
5,CHEMBL4594284,0,0.007351844177372566,0.29292929292929293,0.030071806
6,CHEMBL32479,0,0.09411382787677858,0.7054545454545454,0.5326866
7,CHEMBL1243,0,0.0005263157894736842,0.17474747474747476,0.0021721837
8,CHEMBL2105669,0,0.012105263157894737,0.2432323232323232,0.05730612
9,CHEMBL1183717,0,0.04570797071418704,0.4512121212121213,0.1887995
10,CHEMBL1497,0,0.0,0.07646464646464646,0.00081390666
11,CHEMBL1370,0,0.0,0.09909090909090909,0.0011705301
12,CHEMBL2403238,0,0.024182898190357786,0.5127272727272728,0.07668887
13,CHEMBL1510,0,0.013149606299212599,0.3732323232323232,0.036371622
14,CHEMBL855,0,0.01052217157065893,0.38686868686868686,0.048903506
15,CHEMBL1201048,0,0.003674540682414698,0.20323232323232326,0.0063584587
16,CHEMBL1615439,0,0.017872634341759914,0.4847474747474747,0.06587522
17,CHEMBL187709,1,0.012613620665837825,0.3760606060606061,0.055805244
18,CHEMBL1186610,0,0.0010498687664041995,0.12575757575757576,0.0025162557
19,CHEMBL220491,0,0.0,0.06757575757575758,0.0006175046
20,CHEMBL407135,0,0.0047271722613620665,0.30646464646464644,0.009810697
21,CHEMBL1194325,0,0.0,0.19818181818181818,0.0032400633
22,CHEMBL1256841,1,0.0383713220058019,0.6167676767676767,0.14715528
23,CHEMBL45,0,0.03839204309987567,0.6032323232323232,0.16126922
24,CHEMBL1200608,0,0.052054151125846104,0.6045454545454545,0.22266218
25,CHEMBL447861,0,0.0,0.09424242424242425,0.0009511344
26,CHEMBL3188267,0,0.0,0.07636363636363636,0.0007763693
27,CHEMBL404520,0,0.10406824146981626,0.7123232323232322,0.49438372
28,CHEMBL979,0,0.11929410139522031,0.7560606060606061,0.53925973
29,CHEMBL1200763,0,0.002105263157894737,0.26525252525252524,0.008535112
30,CHEMBL254219,0,0.0,0.1301010101010101,0.001598514
31,CHEMBL2048028,0,0.012077635032463046,0.31606060606060604,0.036514316
32,CHEMBL3301594,0,0.0005263157894736842,0.19373737373737376,0.004592127
33,CHEMBL3085436,0,0.01208454206382097,0.41373737373737374,0.021802029
34,CHEMBL252556,0,0.018930791545793618,0.2991919191919192,0.087409064
35,CHEMBL1697744,0,0.00368421052631579,0.3282828282828283,0.024738438
36,CHEMBL267345,0,0.0005249343832020997,0.2344444444444444,0.004538742
37,CHEMBL13766,0,0.0,0.02232323232323232,0.00016174896
38,CHEMBL1257073,0,0.006837961044343141,0.46737373737373733,0.030993983
39,CHEMBL1442422,1,0.014709213979831468,0.3465656565656566,0.023630934
40,CHEMBL822,0,0.004724409448818898,0.27999999999999997,0.011224354
41,CHEMBL1697748,0,0.024164939908827187,0.5003030303030302,0.15916967
42,CHEMBL315795,0,0.0068282912004420495,0.32565656565656564,0.029509563
43,CHEMBL652,0,0.02789473684210526,0.33666666666666667,0.14743896
44,CHEMBL1657,0,0.026824146981627293,0.44222222222222224,0.13107586
45,CHEMBL1574,0,0.16702583229727863,0.7793939393939395,0.58693707
46,CHEMBL1231723,0,0.0005249343832020997,0.1314141414141414,0.0048804265
47,CHEMBL544,0,0.0,0.031313131313131314,0.00043038503
48,CHEMBL832,0,0.020491780632684073,0.43717171717171716,0.060849022
49,CHEMBL1569487,0,0.019472302804254733,0.4407070707070707,0.092034005
50,CHEMBL1294,0,0.0010526315789473684,0.26939393939393935,0.004957316
51,CHEMBL1121,0,0.0005249343832020997,0.22525252525252526,0.004045737
52,CHEMBL787,0,0.0,0.23323232323232324,0.0032052672
53,CHEMBL1197,0,0.009990330156098908,0.4452525252525252,0.02912434
54,CHEMBL1054,0,0.001051250172675784,0.2709090909090909,0.009744886
55,CHEMBL167731,0,0.0010526315789473684,0.1429292929292929,0.0025220793
56,CHEMBL1614637,0,0.0,0.1206060606060606,0.0009974672
57,CHEMBL642,0,0.259271998894875,0.8691919191919191,0.8053409
58,CHEMBL406,0,0.0,0.08020202020202019,0.00049420743
59,CHEMBL3707331,0,0.002631578947368421,0.26929292929292925,0.005632139
60,CHEMBL3545123,0,0.006833816825528388,0.19666666666666666,0.0064544887
61,CHEMBL277522,0,0.04467882304185661,0.5397979797979799,0.30253777
62,CHEMBL1201109,0,0.001051250172675784,0.24757575757575756,0.0050444575
63,CHEMBL159776,0,0.0015789473684210526,0.25191919191919193,0.013010295
64,CHEMBL51,0,0.041029147672330436,0.5447474747474748,0.17833623
65,CHEMBL2105420,0,0.007358751208730488,0.3251515151515152,0.025724327
66,CHEMBL16,0,0.030486255007597735,0.5041414141414142,0.11960572
67,CHEMBL2105637,0,0.10561956071280562,0.797070707070707,0.57950556
68,CHEMBL65794,0,0.008405857162591518,0.4087878787878788,0.025418082
69,CHEMBL305187,0,0.011567896118248376,0.34616161616161617,0.020138513
70,CHEMBL1296,0,0.0,0.05383838383838384,0.00055267074
71,CHEMBL1377575,0,0.0010526315789473684,0.18343434343434345,0.0025145602
72,CHEMBL1479848,0,0.07829810747340792,0.7383838383838384,0.40837288
73,CHEMBL776,1,0.004734079292719988,0.3904040404040404,0.014738289
74,CHEMBL1095607,0,0.002099737532808399,0.1717171717171717,0.012886624
75,CHEMBL4204794,0,0.0,0.08131313131313131,0.0011259706
76,CHEMBL1200946,0,0.0010498687664041995,0.1797979797979798,0.003594251
77,CHEMBL1337,0,0.018936317170879957,0.5117171717171718,0.09787039
78,CHEMBL279516,1,0.06152507252382926,0.5811111111111111,0.27242345
79,CHEMBL305660,0,0.03313302942395359,0.5607070707070706,0.21288686
80,CHEMBL924,0,0.0,0.19767676767676767,0.0023451657
81,CHEMBL452630,0,0.0,0.05434343434343434,0.00081314845
82,CHEMBL1201328,0,0.0,0.15393939393939396,0.0030430127
83,CHEMBL1697841,0,0.002628816134825252,0.296969696969697,0.0122399945
84,CHEMBL1200453,0,0.0,0.1622222222222222,0.0033432916
85,CHEMBL1200686,0,0.005777041027766266,0.41818181818181815,0.012381151
