,chembl_id,wd_consensus_1,p_approved,p_withdrawn,probabilities
0,CHEMBL1201195,0,0.8972281627551728,0.04060606060606061,0.015186059
1,CHEMBL2104956,0,0.2616969865296487,0.602020202020202,0.43483096
2,CHEMBL1200692,0,0.7992070545757534,0.09,0.025098618
3,CHEMBL3545313,0,0.5880447160116651,0.1984848484848485,0.10386823
4,CHEMBL672,0,0.06952089987501736,0.8013131313131312,0.7610286
5,CHEMBL4594284,0,0.6899986113039855,0.16121212121212122,0.047393057
6,CHEMBL32479,0,0.7401527565615886,0.12575757575757573,0.035185926
7,CHEMBL1243,0,0.3245465907512845,0.4504040404040405,0.28023762
8,CHEMBL2105669,0,0.8103346757394807,0.0811111111111111,0.036897235
9,CHEMBL1183717,0,0.4642438550201361,0.3253535353535354,0.27183825
10,CHEMBL1497,0,0.6611317872517707,0.1795959595959596,0.09475501
11,CHEMBL1370,0,0.5667712817664213,0.26010101010101006,0.1163251
12,CHEMBL2403238,0,0.5100583252326066,0.24818181818181814,0.13452981
13,CHEMBL1510,0,0.34932370504096655,0.4595959595959596,0.28901383
14,CHEMBL855,0,0.2864699347312873,0.5343434343434343,0.43433046
15,CHEMBL1201048,0,0.38709901402582975,0.4035353535353535,0.26935822
16,CHEMBL1615439,0,0.21332037217053185,0.6117171717171718,0.47736296
17,CHEMBL187709,1,0.30666157478128037,0.5182828282828282,0.34568864
18,CHEMBL1186610,0,0.47553117622552427,0.37191919191919187,0.27692178
19,CHEMBL220491,0,0.7418164143868907,0.11707070707070706,0.04387778
20,CHEMBL407135,0,0.7923746701846965,0.08565656565656565,0.065388374
21,CHEMBL1194325,0,0.6469212609359811,0.18444444444444444,0.05506892
22,CHEMBL1256841,1,0.3731245660324955,0.42838383838383837,0.32134396
23,CHEMBL45,0,0.21219691709484795,0.6335353535353535,0.51434153
24,CHEMBL1200608,0,0.10210942924593806,0.7824242424242425,0.7818357
25,CHEMBL447861,0,0.3256617136508818,0.4465656565656566,0.294473
26,CHEMBL3188267,0,0.5095028468268296,0.3026262626262626,0.2034303
27,CHEMBL404520,0,0.20191084571587278,0.6091919191919193,0.64205724
28,CHEMBL979,0,0.6802194139702818,0.13999999999999999,0.049075462
29,CHEMBL1200763,0,0.2864421608109985,0.5249494949494949,0.40014774
30,CHEMBL254219,0,0.6246535203443967,0.2015151515151515,0.097843006
31,CHEMBL2048028,0,0.6017511456742118,0.18060606060606058,0.079922184
32,CHEMBL3301594,0,0.66237883627274,0.16717171717171714,0.06284284
33,CHEMBL3085436,0,0.6813873073184279,0.17202020202020202,0.12244264
34,CHEMBL252556,0,0.6420774892376059,0.18404040404040406,0.050650336
35,CHEMBL1697744,0,0.5795806138036383,0.19393939393939394,0.09016059
36,CHEMBL267345,0,0.8148312734342452,0.13787878787878788,0.11283658
37,CHEMBL13766,0,0.49201777530898483,0.28767676767676764,0.12321309
38,CHEMBL1257073,0,0.28869601444243853,0.4858585858585858,0.3494495
39,CHEMBL1442422,1,0.7064741008193306,0.13515151515151516,0.09356705
40,CHEMBL822,0,0.3125857519788918,0.48353535353535354,0.3588516
41,CHEMBL1697748,0,0.5118205804749341,0.31666666666666665,0.2562255
42,CHEMBL315795,0,0.3191584502152479,0.4670707070707071,0.41352755
