,chembl_id,wd_consensus_1,p_approved,p_withdrawn,probabilities
0,CHEMBL1201195,0,0.011603943896681016,0.06333333333333332,0.010649676
1,CHEMBL2104956,0,0.0,0.04505050505050505,0.0059899595
2,CHEMBL1200692,0,0.011602555200666574,0.13020202020202018,0.023422664
3,CHEMBL3545313,0,0.039577836411609495,0.04898989898989899,0.046193555
4,CHEMBL672,0,0.5120747118455771,0.8164646464646464,0.87244797
5,CHEMBL4594284,0,0.15185807526732398,0.50010101010101,0.36510748
6,CHEMBL32479,0,0.23553395361755314,0.4909090909090909,0.3357641
7,CHEMBL1243,0,0.2840355506179697,0.5898989898989899,0.45246798
8,CHEMBL2105669,0,0.051176225524232746,0.16272727272727275,0.06692402
9,CHEMBL1183717,0,0.20538814053603666,0.38999999999999996,0.3021876
10,CHEMBL1497,0,0.06856408832106652,0.1618181818181818,0.102077186
11,CHEMBL1370,0,0.03957089293153728,0.0811111111111111,0.0512577
12,CHEMBL2403238,0,0.2577947507290654,0.45353535353535357,0.33246619
13,CHEMBL1510,0,0.20022080266629638,0.4866666666666667,0.30588895
14,CHEMBL855,0,0.3331120677683655,0.6891919191919191,0.49120337
15,CHEMBL1201048,0,0.1527954450770726,0.24696969696969698,0.20343873
16,CHEMBL1615439,0,0.21886265796417165,0.3941414141414142,0.27408475
17,CHEMBL187709,1,0.3040397167060131,0.5051515151515151,0.49335083
18,CHEMBL1186610,0,0.17437994722955147,0.20313131313131313,0.23734221
19,CHEMBL220491,0,0.00474934036939314,0.031212121212121212,0.008685299
20,CHEMBL407135,0,0.007901680322177475,0.18505050505050505,0.017131928
21,CHEMBL1194325,0,0.21651576169976394,0.4737373737373737,0.30463576
22,CHEMBL1256841,1,0.3640813775864463,0.6725252525252525,0.57337147
23,CHEMBL45,0,0.33519927787807247,0.6663636363636363,0.56725425
24,CHEMBL1200608,0,0.3473781419247327,0.684040404040404,0.5955802
25,CHEMBL447861,0,0.1169504235522844,0.3478787878787879,0.1483638
26,CHEMBL3188267,0,0.03796000555478406,0.07222222222222222,0.0449486
27,CHEMBL404520,0,0.2696333842521872,0.5694949494949495,0.5947062
28,CHEMBL979,0,0.2119233439800028,0.4856565656565657,0.48716792
29,CHEMBL1200763,0,0.14173170393000972,0.261010101010101,0.18131372
30,CHEMBL254219,0,0.0716261630329121,0.15404040404040403,0.07009336
31,CHEMBL2048028,0,0.060149979169559775,0.1878787878787879,0.094211586
32,CHEMBL3301594,0,0.02690737397583669,0.07676767676767678,0.027689796
33,CHEMBL3085436,0,0.0868684904874323,0.2706060606060606,0.10772941
34,CHEMBL252556,0,0.03746701846965699,0.08454545454545455,0.045323007
35,CHEMBL1697744,0,0.08071240105540897,0.22919191919191917,0.12409154
36,CHEMBL267345,0,0.02526315789473684,0.06353535353535353,0.03218864
37,CHEMBL13766,0,0.0005263157894736842,0.04515151515151515,0.0051704855
38,CHEMBL1257073,0,0.1948715456186641,0.4872727272727272,0.3428436
39,CHEMBL1442422,1,0.27723510623524505,0.4901010101010101,0.4195392
40,CHEMBL822,0,0.26770865157616996,0.5724242424242425,0.48971644
41,CHEMBL1697748,0,0.10421052631578949,0.1408080808080808,0.13176486
42,CHEMBL315795,0,0.08266074156367172,0.2885858585858586,0.10582708
43,CHEMBL652,0,0.3668212748229413,0.7215151515151514,0.6238251
44,CHEMBL1657,0,0.19814192473267603,0.29646464646464643,0.2751512
45,CHEMBL1574,0,0.5547368421052631,0.8658585858585859,0.9101952
46,CHEMBL1231723,0,0.0,0.0,0.00012821644
47,CHEMBL544,0,0.0005263157894736842,0.05404040404040404,0.0048650936
48,CHEMBL832,0,0.5531787251770587,0.8747474747474747,0.920222
49,CHEMBL1569487,0,0.2772059436189418,0.5991919191919192,0.44055223
50,CHEMBL1294,0,0.17338147479516733,0.233030303030303,0.23591323
51,CHEMBL1121,0,0.031652548257186504,0.26050505050505046,0.09551338
52,CHEMBL787,0,0.09274406332453826,0.24797979797979797,0.10374949
53,CHEMBL1197,0,0.24716150534647965,0.5266666666666666,0.3770663
54,CHEMBL1054,0,0.06278016942091376,0.16626262626262625,0.09720771
55,CHEMBL167731,0,0.004216081099847243,0.08595959595959594,0.0067220344
56,CHEMBL1614637,0,0.12165671434522984,0.14494949494949497,0.14147578
57,CHEMBL642,0,0.6285210387446188,0.9192929292929293,0.94532555
